pose_name,timestamp,datetime,joint_1_rad,joint_1_deg,joint_2_rad,joint_2_deg,joint_3_rad,joint_3_deg,joint_4_rad,joint_4_deg,joint_5_rad,joint_5_deg,joint_6_rad,joint_6_deg,joint_7_rad,joint_7_deg,joint_8_rad,joint_8_deg,joint_9_rad,joint_9_deg,joint_10_rad,joint_10_deg,joint_11_rad,joint_11_deg,joint_12_rad,joint_12_deg,joint_13_rad,joint_13_deg,joint_14_rad,joint_14_deg
Pose_050618,1757016378.2294705,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.2534673,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.270452,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.2903862,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.312376,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.3327162,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.3498287,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.3733428,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.3943005,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.409506,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.4305892,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.4505167,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.4724562,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.4899864,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.5114512,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.5302467,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.5524507,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.5699046,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.5914454,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.6101308,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.6304178,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.6524444,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.6706145,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.6981335,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.7101743,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.7297854,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.750181,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.776619,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.7897701,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.810177,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.843455,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.8524697,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.8701742,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.8902085,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.9115329,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.9301713,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.9501686,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.9700847,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
Pose_050618,1757016378.9926085,2025-09-05 05:06:18,35.42856979370117,2029.9092379547335,-92.21977996826172,-5283.8086428487195,8.879120826721191,508.7365788692396,-51.868133544921875,-2971.8276535403847,-11.868131637573242,-679.9944279053549,8.615385055541992,493.6256195103622,-5.362637519836426,-307.25675647380996,-46.153846740722656,-2644.4228601854725,59.78022003173828,3425.157199288542,2.7252748012542725,156.14687601684787,-55.912086486816406,-3203.5292853704505,8.615385055541992,493.6256195103622,32.96703338623047,1888.8734715610517,16.791208267211914,962.0661792589564
